-3.077 0.049
-3.046 0.043
-3.014 0.037
-2.983 0.03
-2.952 0.024
-2.92 0.011
-2.889 -0.016
-2.857 -0.021
-2.826 -0.026
-2.795 -0.026
-2.763 -0.026
-2.732 -0.026
-2.7 -0.033
-2.669 -0.043
-2.638 -0.043
-2.606 -0.042
-2.575 -0.041
-2.543 -0.04
-2.512 -0.039
-2.481 -0.037
-2.449 -0.036
-2.418 -0.034
-2.386 -0.034
-2.355 -0.035
-2.324 -0.036
-2.292 -0.039
-2.261 -0.048
-2.229 -0.058
-2.198 -0.067
-2.167 -0.075
-2.135 -0.081
-2.104 -0.078
-2.072 -0.074
-2.041 -0.074
-2.01 -0.081
-1.978 -0.088
-1.947 -0.095
-1.915 -0.104
-1.884 -0.105
-1.853 -0.084
-1.821 -0.071
-1.79 -0.064
-1.758 -0.056
-1.727 -0.052
-1.696 -0.057
-1.664 -0.063
-1.633 -0.065
-1.601 -0.065
-1.57 -0.065
-1.539 -0.065
-1.507 -0.06
-1.476 -0.053
-1.444 -0.045
-1.413 -0.038
-1.382 -0.03
-1.35 -0.027
-1.319 -0.028
-1.287 -0.029
-1.256 -0.029
-1.225 -0.025
-1.193 -0.018
-1.162 -0.014
-1.13 -0.011
-1.099 -0.007
-1.068 -0.002
-1.036 0.01
-1.005 0.021
-0.973 0.033
-0.942 0.047
-0.911 0.061
-0.879 0.075
-0.848 0.082
-0.816 0.089
-0.785 0.099
-0.754 0.108
-0.722 0.106
-0.691 0.102
-0.659 0.101
-0.628 0.104
-0.597 0.107
-0.565 0.111
-0.534 0.114
-0.502 0.118
-0.471 0.122
-0.44 0.127
-0.408 0.129
-0.377 0.13
-0.345 0.127
-0.314 0.122
-0.283 0.117
-0.251 0.117
-0.22 0.125
-0.188 0.133
-0.157 0.141
-0.126 0.146
-0.094 0.151
-0.063 0.156
-0.031 0.161
0 0.178
0.031 0.193
0.063 0.19
0.094 0.188
0.126 0.184
0.157 0.18
0.188 0.176
0.22 0.172
0.251 0.17
0.283 0.168
0.314 0.166
0.345 0.17
0.377 0.175
0.408 0.18
0.44 0.185
0.471 0.191
0.502 0.198
0.534 0.202
0.565 0.206
0.597 0.21
0.628 0.227
0.659 0.223
0.691 0.217
0.722 0.211
0.754 0.215
0.785 0.218
0.816 0.222
0.848 0.226
0.879 0.229
0.911 0.233
0.942 0.236
0.973 0.239
1.005 0.242
1.036 0.245
1.068 0.247
1.099 0.248
1.13 0.25
1.162 0.251
1.193 0.253
1.225 0.253
1.256 0.253
1.287 0.253
1.319 0.253
1.35 0.252
1.382 0.251
1.413 0.25
1.444 0.256
1.476 0.263
1.507 0.256
1.539 0.25
1.57 0.251
1.601 0.252
1.633 0.253
1.664 0.253
1.696 0.253
1.727 0.252
1.758 0.245
1.79 0.237
1.821 0.232
1.853 0.231
1.884 0.23
1.915 0.23
1.947 0.229
1.978 0.229
2.01 0.231
2.041 0.232
2.072 0.237
2.104 0.243
2.135 0.249
2.167 0.248
2.198 0.236
2.229 0.209
2.261 0.204
2.292 0.204
2.324 0.203
2.355 0.199
2.386 0.194
2.418 0.19
2.449 0.19
2.481 0.19
2.512 0.189
2.543 0.185
2.575 0.182
2.606 0.179
2.638 0.177
2.669 0.174
2.7 0.165
2.732 0.154
2.763 0.133
2.795 0.106
2.826 0.088
2.857 0.087
2.889 0.096
2.92 0.1
2.952 0.101
2.983 0.102
3.014 0.098
